question=['algeria' 'dinar' 'angola' 'kwanza'], predicted=currency
question=['romania' 'leu' 'japan' 'yen'], predicted=tokyo
question=['romania' 'leu' 'korea' 'won'], predicted=yen
question=['romania' 'leu' 'lithuania' 'litas'], predicted=jogaila
question=['romania' 'leu' 'malaysia' 'ringgit'], predicted=malaysian
question=['romania' 'leu' 'mexico' 'peso'], predicted=mexican
question=['romania' 'leu' 'poland' 'zloty'], predicted=polish
question=['russia' 'ruble' 'sweden' 'krona'], predicted=currency
question=['russia' 'ruble' 'vietnam' 'dong'], predicted=convertibility
question=['russia' 'ruble' 'algeria' 'dinar'], predicted=dirham
question=['russia' 'ruble' 'angola' 'kwanza'], predicted=angolan
question=['russia' 'ruble' 'armenia' 'dram'], predicted=azerbaijan
question=['russia' 'ruble' 'brazil' 'real'], predicted=guilder
question=['russia' 'ruble' 'bulgaria' 'lev'], predicted=forint
question=['russia' 'ruble' 'cambodia' 'riel'], predicted=pataca
question=['russia' 'ruble' 'croatia' 'kuna'], predicted=forint
question=['russia' 'ruble' 'denmark' 'krone'], predicted=currency
question=['russia' 'ruble' 'europe' 'euro'], predicted=currency
question=['russia' 'ruble' 'iran' 'rial'], predicted=rupee
question=['russia' 'ruble' 'japan' 'yen'], predicted=rupee
question=['russia' 'ruble' 'korea' 'won'], predicted=rupee
question=['russia' 'ruble' 'malaysia' 'ringgit'], predicted=brunei
question=['russia' 'ruble' 'poland' 'zloty'], predicted=forint
question=['russia' 'ruble' 'romania' 'leu'], predicted=rupee
question=['sweden' 'krona' 'usa' 'dollar'], predicted=decarlo
question=['sweden' 'krona' 'vietnam' 'dong'], predicted=lao
question=['sweden' 'krona' 'algeria' 'dinar'], predicted=algerian
question=['sweden' 'krona' 'angola' 'kwanza'], predicted=angolan
question=['sweden' 'krona' 'armenia' 'dram'], predicted=azeri
question=['sweden' 'krona' 'brazil' 'real'], predicted=angola
question=['sweden' 'krona' 'bulgaria' 'lev'], predicted=burkina
question=['sweden' 'krona' 'cambodia' 'riel'], predicted=lao
question=['sweden' 'krona' 'canada' 'dollar'], predicted=burkina
question=['sweden' 'krona' 'croatia' 'kuna'], predicted=burkina
question=['sweden' 'krona' 'denmark' 'krone'], predicted=currency
question=['sweden' 'krona' 'europe' 'euro'], predicted=europeans
question=['sweden' 'krona' 'iran' 'rial'], predicted=iraq
question=['sweden' 'krona' 'korea' 'won'], predicted=korean
question=['sweden' 'krona' 'lithuania' 'litas'], predicted=latvia
question=['sweden' 'krona' 'malaysia' 'ringgit'], predicted=brunei
question=['sweden' 'krona' 'mexico' 'peso'], predicted=sonora
question=['sweden' 'krona' 'poland' 'zloty'], predicted=polish
question=['sweden' 'krona' 'romania' 'leu'], predicted=moldova
question=['usa' 'dollar' 'vietnam' 'dong'], predicted=escudo
question=['usa' 'dollar' 'algeria' 'dinar'], predicted=rupee
question=['usa' 'dollar' 'angola' 'kwanza'], predicted=angolan
question=['usa' 'dollar' 'armenia' 'dram'], predicted=forint
question=['usa' 'dollar' 'brazil' 'real'], predicted=peso
question=['usa' 'dollar' 'bulgaria' 'lev'], predicted=forint
question=['usa' 'dollar' 'cambodia' 'riel'], predicted=ngultrum
question=['usa' 'dollar' 'croatia' 'kuna'], predicted=forint
question=['usa' 'dollar' 'denmark' 'krone'], predicted=currency
question=['usa' 'dollar' 'europe' 'euro'], predicted=currency
question=['usa' 'dollar' 'iran' 'rial'], predicted=iraq
question=['usa' 'dollar' 'japan' 'yen'], predicted=currency
question=['usa' 'dollar' 'korea' 'won'], predicted=yen
question=['usa' 'dollar' 'malaysia' 'ringgit'], predicted=brunei
question=['usa' 'dollar' 'poland' 'zloty'], predicted=forint
question=['usa' 'dollar' 'romania' 'leu'], predicted=forint
question=['usa' 'dollar' 'russia' 'ruble'], predicted=currency
question=['usa' 'dollar' 'sweden' 'krona'], predicted=currency
question=['vietnam' 'dong' 'algeria' 'dinar'], predicted=berber
question=['vietnam' 'dong' 'angola' 'kwanza'], predicted=angolan
question=['vietnam' 'dong' 'argentina' 'peso'], predicted=buenos
question=['vietnam' 'dong' 'armenia' 'dram'], predicted=armenian
question=['vietnam' 'dong' 'brazil' 'real'], predicted=brazilian
question=['vietnam' 'dong' 'bulgaria' 'lev'], predicted=trakai
question=['vietnam' 'dong' 'cambodia' 'riel'], predicted=tenga
question=['vietnam' 'dong' 'canada' 'dollar'], predicted=canadian
question=['vietnam' 'dong' 'croatia' 'kuna'], predicted=czech
question=['vietnam' 'dong' 'denmark' 'krone'], predicted=danish
question=['vietnam' 'dong' 'europe' 'euro'], predicted=european
question=['vietnam' 'dong' 'hungary' 'forint'], predicted=budapest
question=['vietnam' 'dong' 'india' 'rupee'], predicted=excelsa
question=['vietnam' 'dong' 'iran' 'rial'], predicted=iranian
question=['vietnam' 'dong' 'japan' 'yen'], predicted=aichi
question=['vietnam' 'dong' 'korea' 'won'], predicted=chungcheong
question=['vietnam' 'dong' 'lithuania' 'litas'], predicted=latvia
question=['vietnam' 'dong' 'malaysia' 'ringgit'], predicted=malaysian
question=['vietnam' 'dong' 'mexico' 'peso'], predicted=mexican
question=['vietnam' 'dong' 'poland' 'zloty'], predicted=polish
question=['vietnam' 'dong' 'romania' 'leu'], predicted=romanian
question=['vietnam' 'dong' 'russia' 'ruble'], predicted=russian
question=['vietnam' 'dong' 'sweden' 'krona'], predicted=swedish
question=['vietnam' 'dong' 'usa' 'dollar'], predicted=jtsa
